"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
STBARBRA.C,19890928,2359,0.000,,23.9,15.0,,,,,,,,,,,,,
STBARBRA.C,19890929,2359,0.254,,25.0,14.4,,,,,,,,,,,,,
STBARBRA.C,19890930,2359,0.000,,24.4,14.4,,,,,,,,,,,,,
STBARBRA.C,19891001,2359,0.000,,21.1,13.3,15.0,,,,,,,,,,,,
STBARBRA.C,19891002,2359,0.000,,20.6,11.7,12.2,,,,,,,,,,,,
STBARBRA.C,19891003,2359,0.000,,21.1,10.6,13.9,,,,,,,,,,,,
STBARBRA.C,19891004,2359,0.000,,26.7,10.6,15.0,,,,,,,,,,,,
STBARBRA.C,19891005,2359,0.000,,23.3,11.7,15.0,,,,,,,,,,,,
STBARBRA.C,19891006,2359,0.000,,22.8,11.7,15.6,,,,,,,,,,,,
STBARBRA.C,19891007,2359,0.000,,26.7,15.6,16.7,,,,,,,,,,,,
STBARBRA.C,19891008,2359,0.000,,19.4,12.8,15.6,,,,,,,,,,,,
STBARBRA.C,19891009,2359,0.000,,21.1,12.8,16.1,,,,,,,,,,,,
STBARBRA.C,19891010,2359,0.000,,20.0,14.4,16.7,,,,,,,,,,,,
STBARBRA.C,19891011,2359,0.000,,20.0,15.6,16.1,,,,,,,,,,,,
STBARBRA.C,19891012,2359,0.000,,20.0,13.9,16.1,,,,,,,,,,,,
STBARBRA.C,19891013,2359,0.000,,20.0,13.3,15.6,,,,,,,,,,,,
STBARBRA.C,19891014,2359,0.000,,16.1,12.8,13.3,,,,,,,,,,,,
STBARBRA.C,19891015,2359,0.000,,20.0,11.1,14.4,,,,,,,,,,,,
STBARBRA.C,19891016,2359,0.000,,20.0,10.6,14.4,,,,,,,,,,,,
STBARBRA.C,19891017,2359,0.000,,20.0,12.2,15.0,,,,,,,,,,,,
STBARBRA.C,19891018,2359,0.000,,26.7,11.1,14.4,,,,,,,,,,,,
STBARBRA.C,19891019,2359,0.000,,25.0,12.8,18.3,,,,,,,,,,,,
STBARBRA.C,19891020,2359,0.000,,20.0,17.2,17.8,,,,,,,,,,,,
STBARBRA.C,19891021,2359,10.91,,18.9,15.6,16.1,,,,,,,,,,,,
STBARBRA.C,19891022,2359,0.000,,20.6,15.0,18.9,,,,,,,,,,,,
STBARBRA.C,19891023,2359,0.000,,21.1,15.6,16.7,,,,,,,,,,,,
STBARBRA.C,19891024,2359,3.046,,19.4,15.6,16.7,,,,,,,,,,,,
STBARBRA.C,19891025,2359,0.000,,21.1,11.7,12.2,,,,,,,,,,,,
STBARBRA.C,19891026,2359,0.000,,20.6,10.0,12.2,,,,,,,,,,,,
STBARBRA.C,19891027,2359,0.000,,19.4,11.1,11.7,,,,,,,,,,,,
STBARBRA.C,19891028,2359,0.000,,21.7,8.3,11.7,,,,,,,,,,,,
STBARBRA.C,19891029,2359,0.000,,21.7,8.9,11.1,,,,,,,,,,,,
STBARBRA.C,19891030,2359,0.000,,23.3,7.8,12.2,,,,,,,,,,,,
STBARBRA.C,19891031,2359,0.000,,22.8,11.1,,,,,,,,,,,,,
STBARBRA.C,19891101,2359,0.000,,25.0,7.8,12.2,,,,,,,,,,,,
STBARBRA.C,19891102,2359,0.000,,24.4,8.3,11.1,,,,,,,,,,,,
STBARBRA.C,19891103,2359,0.000,,24.4,10.0,,,,,,,,,,,,,
STBARBRA.C,19891104,2359,0.000,,21.1,7.8,15.6,,,,,,,,,,,,
STBARBRA.C,19891105,2359,0.000,,18.9,7.8,13.9,,,,,,,,,,,,
STBARBRA.C,19891106,2359,0.000,,18.3,7.2,11.1,,,,,,,,,,,,
STBARBRA.C,19891107,2359,0.000,,18.3,8.9,11.1,,,,,,,,,,,,
STBARBRA.C,19891108,2359,0.000,,23.9,8.3,12.2,,,,,,,,,,,,
STBARBRA.C,19891109,2359,0.000,,27.2,8.9,11.7,,,,,,,,,,,,
STBARBRA.C,19891110,2359,0.000,,28.9,8.3,12.8,,,,,,,,,,,,
STBARBRA.C,19891111,2359,0.000,,17.2,10.0,13.9,,,,,,,,,,,,
STBARBRA.C,19891112,2359,0.000,,17.2,10.0,13.3,,,,,,,,,,,,
STBARBRA.C,19891113,2359,0.000,,18.3,11.1,12.2,,,,,,,,,,,,
STBARBRA.C,19891114,2359,0.000,,17.2,9.4,10.6,,,,,,,,,,,,
STBARBRA.C,19891115,2359,0.000,,25.6,7.8,13.3,,,,,,,,,,,,
STBARBRA.C,19891116,2359,0.000,,27.2,9.4,11.7,,,,,,,,,,,,
STBARBRA.C,19891117,2359,0.000,,21.7,8.9,12.2,,,,,,,,,,,,
STBARBRA.C,19891118,2359,0.000,,27.2,8.3,13.9,,,,,,,,,,,,
STBARBRA.C,19891119,2359,0.000,,26.7,10.0,14.4,,,,,,,,,,,,
STBARBRA.C,19891120,2359,0.000,,26.7,10.0,12.2,,,,,,,,,,,,
STBARBRA.C,19891121,2359,0.000,,20.6,10.6,12.8,,,,,,,,,,,,
STBARBRA.C,19891122,2359,0.000,,17.2,11.1,12.8,,,,,,,,,,,,
STBARBRA.C,19891123,2359,0.000,,18.3,11.7,12.8,,,,,,,,,,,,
STBARBRA.C,19891124,2359,0.000,,18.9,11.7,13.9,,,,,,,,,,,,
STBARBRA.C,19891125,2359,4.315,,18.9,11.7,13.9,,,,,,,,,,,,
STBARBRA.C,19891126,2359,11.67,,18.9,10.0,10.0,,,,,,,,,,,,
STBARBRA.C,19891127,2359,0.000,,20.0,6.1,8.3,,,,,,,,,,,,
STBARBRA.C,19891128,2359,0.000,,20.6,5.0,7.2,,,,,,,,,,,,
STBARBRA.C,19891129,2359,0.000,,21.1,5.0,8.3,,,,,,,,,,,,
STBARBRA.C,19891130,2359,0.000,,20.0,5.0,7.8,,,,,,,,,,,,
STBARBRA.C,19891201,2359,0.000,,22.2,7.8,8.9,,,,,,,,,,,,
STBARBRA.C,19891202,2359,0.000,,25.0,2.8,10.6,,,,,,,,,,,,
STBARBRA.C,19891203,2359,0.000,,23.9,7.8,,,,,,,,,,,,,
STBARBRA.C,19891204,2359,0.000,,18.9,11.7,,,,,,,,,,,,,
STBARBRA.C,19891205,2359,0.000,,19.4,8.3,18.9,,,,,,,,,,,,
STBARBRA.C,19891206,2359,0.000,,23.3,13.3,13.3,,,,,,,,,,,,
STBARBRA.C,19891207,2359,0.000,,23.9,13.3,12.2,,,,,,,,,,,,
STBARBRA.C,19891208,2359,0.000,,24.4,10.6,9.4,,,,,,,,,,,,
STBARBRA.C,19891209,2359,0.000,,16.1,8.9,,,,,,,,,,,,,
STBARBRA.C,19891210,2359,0.000,,16.7,1.1,7.2,,,,,,,,,,,,
STBARBRA.C,19891211,2359,0.000,,18.3,8.9,8.9,,,,,,,,,,,,
STBARBRA.C,19891212,2359,0.000,,16.7,1.1,7.2,,,,,,,,,,,,
STBARBRA.C,19891213,2359,0.000,,17.8,7.2,8.9,,,,,,,,,,,,
STBARBRA.C,19891214,2359,0.000,,17.8,7.2,8.3,,,,,,,,,,,,
STBARBRA.C,19891215,2359,0.000,,18.3,6.7,9.4,,,,,,,,,,,,
STBARBRA.C,19891216,2359,0.000,,18.9,7.2,7.8,,,,,,,,,,,,
STBARBRA.C,19891217,2359,0.000,,18.3,7.2,8.9,,,,,,,,,,,,
STBARBRA.C,19891218,2359,0.000,,18.3,7.8,8.9,,,,,,,,,,,,
STBARBRA.C,19891219,2359,0.000,,18.9,7.2,8.9,,,,,,,,,,,,
STBARBRA.C,19891220,2359,0.000,,18.3,6.7,9.4,,,,,,,,,,,,
STBARBRA.C,19891221,2359,0.000,,16.7,6.1,8.9,,,,,,,,,,,,
STBARBRA.C,19891222,2359,0.000,,17.8,7.2,9.4,,,,,,,,,,,,
STBARBRA.C,19891223,2359,0.000,,18.9,6.7,11.7,,,,,,,,,,,,
STBARBRA.C,19891224,2359,0.000,,18.3,6.7,11.1,,,,,,,,,,,,
STBARBRA.C,19891225,2359,0.000,,18.3,6.1,13.3,,,,,,,,,,,,
STBARBRA.C,19891226,2359,0.000,,17.8,6.7,12.8,,,,,,,,,,,,
STBARBRA.C,19891227,2359,0.000,,17.2,7.2,13.3,,,,,,,,,,,,
STBARBRA.C,19891228,2359,0.000,,17.8,7.2,8.9,,,,,,,,,,,,
STBARBRA.C,19891229,2359,0.000,,17.2,7.2,10.0,,,,,,,,,,,,
STBARBRA.C,19891230,2359,0.000,,17.2,7.2,10.0,,,,,,,,,,,,
STBARBRA.C,19891231,2359,0.000,,17.2,7.8,,,,,,,,,,,,,
STBARBRA.C,19900101,2359,3.046,,18.3,7.8,10.0,,,,,,,,,,,,
STBARBRA.C,19900102,2359,0.000,,18.9,7.8,10.6,,,,,,,,,,,,
STBARBRA.C,19900103,2359,0.000,,18.9,7.2,6.1,,,,,,,,,,,,
STBARBRA.C,19900104,2359,0.000,,17.8,7.2,7.2,,,,,,,,,,,,
STBARBRA.C,19900105,2359,0.000,,18.9,7.2,8.3,,,,,,,,,,,,
STBARBRA.C,19900106,2359,0.000,,18.3,7.2,10.0,,,,,,,,,,,,
STBARBRA.C,19900107,2359,0.000,,18.3,8.3,10.6,,,,,,,,,,,,
STBARBRA.C,19900108,2359,0.000,,18.3,7.2,12.2,,,,,,,,,,,,
STBARBRA.C,19900109,2359,0.000,,18.3,8.3,10.0,,,,,,,,,,,,
STBARBRA.C,19900110,2359,0.000,,19.4,8.3,12.8,,,,,,,,,,,,
STBARBRA.C,19900111,2359,0.000,,19.4,7.8,10.6,,,,,,,,,,,,
STBARBRA.C,19900112,2359,21.32,,18.3,7.2,10.0,,,,,,,,,,,,
STBARBRA.C,19900113,2359,15.22,,18.3,7.2,12.2,,,,,,,,,,,,
STBARBRA.C,19900114,2359,6.091,,17.8,7.2,11.1,,,,,,,,,,,,
STBARBRA.C,19900115,2359,0.761,,18.3,8.3,8.3,,,,,,,,,,,,
STBARBRA.C,19900116,2359,3.300,,17.8,7.8,11.7,,,,,,,,,,,,
STBARBRA.C,19900117,2359,0.000,,17.8,7.2,6.7,,,,,,,,,,,,
STBARBRA.C,19900118,2359,0.000,,18.9,7.2,7.8,,,,,,,,,,,,
STBARBRA.C,19900119,2359,0.000,,18.3,7.8,7.2,,,,,,,,,,,,
STBARBRA.C,19900120,2359,0.000,,17.8,7.2,7.2,,,,,,,,,,,,
STBARBRA.C,19900121,2359,0.000,,17.2,7.8,10.6,,,,,,,,,,,,
STBARBRA.C,19900122,2359,0.000,,17.2,7.8,8.3,,,,,,,,,,,,
STBARBRA.C,19900123,2359,0.000,,17.8,7.2,11.7,,,,,,,,,,,,
STBARBRA.C,19900124,2359,0.000,,18.3,7.8,13.9,,,,,,,,,,,,
STBARBRA.C,19900125,2359,0.000,,22.2,5.6,9.4,,,,,,,,,,,,
STBARBRA.C,19900126,2359,0.000,,17.2,5.6,15.0,,,,,,,,,,,,
STBARBRA.C,19900127,2359,0.000,,20.0,7.2,8.9,,,,,,,,,,,,
STBARBRA.C,19900128,2359,0.000,,21.1,4.4,7.2,,,,,,,,,,,,
STBARBRA.C,19900129,2359,0.000,,22.2,5.6,8.3,,,,,,,,,,,,
STBARBRA.C,19900130,2359,1.269,,16.1,7.2,10.6,,,,,,,,,,,,
STBARBRA.C,19900131,2359,0.000,,18.3,7.2,12.2,,,,,,,,,,,,
STBARBRA.C,19900201,2359,0.000,,16.7,8.3,9.4,,,,,,,,,,,,
STBARBRA.C,19900202,2359,0.000,,16.7,5.6,7.8,,,,,,,,,,,,
STBARBRA.C,19900203,2359,0.000,,16.1,5.0,11.1,,,,,,,,,,,,
STBARBRA.C,19900204,2359,12.69,,15.0,6.1,10.6,,,,,,,,,,,,
STBARBRA.C,19900205,2359,0.000,,16.1,3.9,7.2,,,,,,,,,,,,
STBARBRA.C,19900206,2359,0.000,,16.1,3.9,11.7,,,,,,,,,,,,
STBARBRA.C,19900207,2359,0.000,,15.0,7.2,9.4,,,,,,,,,,,,
STBARBRA.C,19900208,2359,0.000,,17.8,6.7,9.4,,,,,,,,,,,,
STBARBRA.C,19900209,2359,0.000,,16.7,6.1,7.8,,,,,,,,,,,,
STBARBRA.C,19900210,2359,0.000,,16.7,5.0,9.4,,,,,,,,,,,,
STBARBRA.C,19900211,2359,0.000,,18.3,6.7,11.7,,,,,,,,,,,,
STBARBRA.C,19900212,2359,0.000,,15.6,8.3,11.7,,,,,,,,,,,,
STBARBRA.C,19900213,2359,0.000,,16.1,5.0,6.1,,,,,,,,,,,,
STBARBRA.C,19900214,2359,0.000,,11.1,2.8,6.1,,,,,,,,,,,,
STBARBRA.C,19900215,2359,0.000,,11.7,-1.1,3.3,,,,,,,,,,,,
STBARBRA.C,19900216,2359,42.13,,11.7,-1.1,11.1,,,,,,,,,,,,
STBARBRA.C,19900217,2359,3.046,,13.9,7.8,8.9,,,,,,,,,,,,
STBARBRA.C,19900218,2359,2.031,,12.8,5.6,8.9,,,,,,,,,,,,
STBARBRA.C,19900219,2359,0.000,,14.4,2.8,6.1,,,,,,,,,,,,
STBARBRA.C,19900220,2359,0.000,,15.0,2.8,8.3,,,,,,,,,,,,
STBARBRA.C,19900221,2359,0.000,,18.3,2.8,7.8,,,,,,,,,,,,
STBARBRA.C,19900222,2359,0.000,,24.4,5.6,10.6,,,,,,,,,,,,
STBARBRA.C,19900223,2359,0.000,,23.3,7.8,11.1,,,,,,,,,,,,
STBARBRA.C,19900224,2359,0.000,,20.0,8.9,13.3,,,,,,,,,,,,
STBARBRA.C,19900225,2359,0.000,,20.6,10.0,11.7,,,,,,,,,,,,
STBARBRA.C,19900226,2359,0.000,,13.9,8.3,11.1,,,,,,,,,,,,
STBARBRA.C,19900227,2359,0.000,,16.1,8.3,10.6,,,,,,,,,,,,
STBARBRA.C,19900228,2359,0.000,,15.6,8.9,11.1,,,,,,,,,,,,
STBARBRA.C,19900301,2359,3.807,,18.3,9.4,,,,,,,,,,,,,
STBARBRA.C,19900302,2359,2.792,,18.3,8.9,,,,,,,,,,,,,
STBARBRA.C,19900303,2359,1.015,,18.3,8.9,,,,,,,,,,,,,
STBARBRA.C,19900304,2359,4.315,,18.3,9.4,,,,,,,,,,,,,
STBARBRA.C,19900305,2359,11.92,,17.8,8.9,,,,,,,,,,,,,
STBARBRA.C,19900306,2359,3.046,,18.3,9.4,,,,,,,,,,,,,
STBARBRA.C,19900307,2359,0.508,,19.4,8.9,,,,,,,,,,,,,
STBARBRA.C,19900308,2359,2.792,,20.0,9.4,,,,,,,,,,,,,
STBARBRA.C,19900309,2359,0.761,,19.4,9.4,,,,,,,,,,,,,
STBARBRA.C,19900310,2359,3.046,,20.0,9.4,,,,,,,,,,,,,
STBARBRA.C,19900311,2359,1.523,,20.0,10.0,,,,,,,,,,,,,
STBARBRA.C,19900312,2359,1.777,,19.4,10.0,,,,,,,,,,,,,
STBARBRA.C,19900313,2359,1.523,,19.4,10.0,,,,,,,,,,,,,
STBARBRA.C,19900314,2359,0.254,,18.9,9.4,,,,,,,,,,,,,
STBARBRA.C,19900315,2359,7.107,,18.3,9.4,,,,,,,,,,,,,
STBARBRA.C,19900316,2359,1.269,,18.3,9.4,,,,,,,,,,,,,
STBARBRA.C,19900317,2359,2.031,,18.3,9.4,,,,,,,,,,,,,
STBARBRA.C,19900318,2359,3.807,,19.4,10.0,,,,,,,,,,,,,
STBARBRA.C,19900319,2359,1.015,,20.6,10.0,,,,,,,,,,,,,
STBARBRA.C,19900320,2359,3.046,,19.4,9.4,,,,,,,,,,,,,
STBARBRA.C,19900321,2359,1.777,,18.9,10.0,,,,,,,,,,,,,
STBARBRA.C,19900322,2359,4.061,,18.9,10.0,,,,,,,,,,,,,
STBARBRA.C,19900323,2359,2.031,,19.4,9.4,,,,,,,,,,,,,
STBARBRA.C,19900324,2359,3.553,,18.9,10.0,,,,,,,,,,,,,
STBARBRA.C,19900325,2359,5.076,,18.9,9.4,,,,,,,,,,,,,
STBARBRA.C,19900326,2359,1.015,,21.1,9.4,,,,,,,,,,,,,
STBARBRA.C,19900327,2359,1.523,,20.0,9.4,,,,,,,,,,,,,
STBARBRA.C,19900328,2359,2.538,,20.0,9.4,,,,,,,,,,,,,
STBARBRA.C,19900329,2359,0.254,,20.0,9.4,,,,,,,,,,,,,
STBARBRA.C,19900330,2359,0.000,,20.0,8.9,,,,,,,,,,,,,
STBARBRA.C,19900331,2359,1.269,,21.1,9.4,,,,,,,,,,,,,
STBARBRA.C,19900401,2359,0.000,,16.1,11.1,12.2,,,,,,,,,,,,
STBARBRA.C,19900402,2359,0.000,,17.8,8.9,11.7,,,,,,,,,,,,
STBARBRA.C,19900403,2359,0.000,,22.2,8.9,15.6,,,,,,,,,,,,
STBARBRA.C,19900404,2359,0,,22.2,8.9,14.4,,,,,,,,,,,,
STBARBRA.C,19900405,2359,0.000,,18.3,8.9,11.7,,,,,,,,,,,,
STBARBRA.C,19900406,2359,0.000,,17.8,8.3,11.7,,,,,,,,,,,,
STBARBRA.C,19900407,2359,0.000,,19.4,10.0,11.1,,,,,,,,,,,,
STBARBRA.C,19900408,2359,0.000,,20.0,8.3,12.2,,,,,,,,,,,,
STBARBRA.C,19900409,2359,0.000,,22.2,8.9,13.3,,,,,,,,,,,,
STBARBRA.C,19900410,2359,0.000,,26.7,8.9,15.0,,,,,,,,,,,,
STBARBRA.C,19900411,2359,0.000,,23.3,8.9,23.3,,,,,,,,,,,,
STBARBRA.C,19900412,2359,0.000,,23.9,8.3,16.1,,,,,,,,,,,,
STBARBRA.C,19900413,2359,0.000,,18.9,13.3,15.0,,,,,,,,,,,,
STBARBRA.C,19900414,2359,0.000,,18.9,13.3,14.4,,,,,,,,,,,,
STBARBRA.C,19900415,2359,0.000,,20.0,13.3,15.6,,,,,,,,,,,,
STBARBRA.C,19900416,2359,2.284,,18.3,12.8,13.9,,,,,,,,,,,,
STBARBRA.C,19900417,2359,0.000,,21.1,10.6,12.8,,,,,,,,,,,,
STBARBRA.C,19900418,2359,0.000,,20.6,10.0,13.3,,,,,,,,,,,,
STBARBRA.C,19900419,2359,0.000,,18.9,10.0,14.4,,,,,,,,,,,,
STBARBRA.C,19900420,2359,0.000,,20.0,11.7,12.2,,,,,,,,,,,,
STBARBRA.C,19900421,2359,0.000,,21.1,10.6,13.3,,,,,,,,,,,,
STBARBRA.C,19900422,2359,0.000,,18.9,11.1,12.8,,,,,,,,,,,,
STBARBRA.C,19900423,2359,0.000,,22.8,10.6,14.4,,,,,,,,,,,,
STBARBRA.C,19900424,2359,0.000,,27.2,10.6,14.4,,,,,,,,,,,,
STBARBRA.C,19900425,2359,0.000,,24.4,12.2,18.9,,,,,,,,,,,,
STBARBRA.C,19900426,2359,0.000,,23.3,13.9,20.0,,,,,,,,,,,,
STBARBRA.C,19900427,2359,0.000,,20.0,12.8,14.4,,,,,,,,,,,,
STBARBRA.C,19900428,2359,0.000,,18.3,12.8,13.9,,,,,,,,,,,,
STBARBRA.C,19900429,2359,0.000,,20.6,10.0,11.7,,,,,,,,,,,,
STBARBRA.C,19900430,2359,0.000,,20.0,8.3,10.6,,,,,,,,,,,,
STBARBRA.C,19900501,2359,0.000,,21.7,8.3,12.8,,,,,,,,,,,,
STBARBRA.C,19900502,2359,0.000,,20.6,10.0,14.4,,,,,,,,,,,,
STBARBRA.C,19900503,2359,0.000,,20.0,12.2,14.4,,,,,,,,,,,,
STBARBRA.C,19900504,2359,0.000,,27.8,12.2,13.9,,,,,,,,,,,,
STBARBRA.C,19900505,2359,0.000,,31.1,12.8,16.7,,,,,,,,,,,,
STBARBRA.C,19900506,2359,0.000,,27.8,13.9,15.6,,,,,,,,,,,,
STBARBRA.C,19900507,2359,0.000,,21.7,12.8,15.0,,,,,,,,,,,,
STBARBRA.C,19900508,2359,0.000,,20.0,13.3,14.4,,,,,,,,,,,,
STBARBRA.C,19900509,2359,0.000,,19.4,10.0,12.2,,,,,,,,,,,,
STBARBRA.C,19900510,2359,0.000,,19.4,10.6,11.7,,,,,,,,,,,,
STBARBRA.C,19900511,2359,0.000,,20.0,9.4,12.8,,,,,,,,,,,,
STBARBRA.C,19900512,2359,0.000,,20.0,10.0,12.8,,,,,,,,,,,,
STBARBRA.C,19900513,2359,0.000,,20.6,10.0,13.3,,,,,,,,,,,,
STBARBRA.C,19900514,2359,0.000,,21.1,11.7,12.8,,,,,,,,,,,,
STBARBRA.C,19900515,2359,0.000,,21.1,8.9,13.3,,,,,,,,,,,,
STBARBRA.C,19900516,2359,0.000,,21.1,9.4,15.0,,,,,,,,,,,,
STBARBRA.C,19900517,2359,0.000,,20.0,11.1,12.8,,,,,,,,,,,,
STBARBRA.C,19900518,2359,0.000,,20.0,9.4,12.8,,,,,,,,,,,,
STBARBRA.C,19900519,2359,0.000,,22.2,8.3,13.3,,,,,,,,,,,,
STBARBRA.C,19900520,2359,0.000,,22.2,9.4,13.9,,,,,,,,,,,,
STBARBRA.C,19900521,2359,0.000,,20.0,11.1,19.4,,,,,,,,,,,,
STBARBRA.C,19900522,2359,0.000,,26.1,11.7,13.9,,,,,,,,,,,,
STBARBRA.C,19900523,2359,0.000,,22.2,11.1,14.4,,,,,,,,,,,,
STBARBRA.C,19900524,2359,0.000,,22.2,10.0,13.3,,,,,,,,,,,,
STBARBRA.C,19900525,2359,0.000,,22.2,10.0,13.9,,,,,,,,,,,,
STBARBRA.C,19900526,2359,0.000,,21.1,11.1,13.9,,,,,,,,,,,,
STBARBRA.C,19900527,2359,19.03,,18.9,11.1,,,,,,,,,,,,,
STBARBRA.C,19900528,2359,1.269,,22.2,12.8,13.9,,,,,,,,,,,,
STBARBRA.C,19900529,2359,0.000,,19.4,10.6,12.8,,,,,,,,,,,,
STBARBRA.C,19900530,2359,0.000,,22.8,10.0,14.4,,,,,,,,,,,,
STBARBRA.C,19900531,2359,0.000,,21.7,11.7,,,,,,,,,,,,,
STBARBRA.C,19900601,2359,0.000,,20.0,11.7,13.3,,,,,,,,,,,,
STBARBRA.C,19900602,2359,0.000,,27.8,11.1,15.6,,,,,,,,,,,,
STBARBRA.C,19900603,2359,0.000,,28.3,12.2,15.6,,,,,,,,,,,,
STBARBRA.C,19900604,2359,0.000,,22.8,12.8,16.1,,,,,,,,,,,,
STBARBRA.C,19900605,2359,0.000,,20.6,12.8,16.7,,,,,,,,,,,,
STBARBRA.C,19900606,2359,0.000,,20.6,14.4,18.3,,,,,,,,,,,,
STBARBRA.C,19900607,2359,0.000,,28.3,13.9,16.7,,,,,,,,,,,,
STBARBRA.C,19900608,2359,0.000,,22.2,14.4,17.2,,,,,,,,,,,,
STBARBRA.C,19900609,2359,0.000,,23.3,15.6,16.7,,,,,,,,,,,,
STBARBRA.C,19900610,2359,0.000,,23.9,13.9,15.0,,,,,,,,,,,,
STBARBRA.C,19900611,2359,0.000,,25.0,13.9,15.0,,,,,,,,,,,,
STBARBRA.C,19900612,2359,0.000,,21.1,12.2,15.6,,,,,,,,,,,,
STBARBRA.C,19900613,2359,0.000,,22.2,12.2,14.4,,,,,,,,,,,,
STBARBRA.C,19900614,2359,0.000,,21.1,13.3,14.4,,,,,,,,,,,,
STBARBRA.C,19900615,2359,0.000,,21.1,9.4,12.8,,,,,,,,,,,,
STBARBRA.C,19900616,2359,0.000,,22.8,11.7,15.0,,,,,,,,,,,,
STBARBRA.C,19900617,2359,0.000,,20.6,12.2,15.0,,,,,,,,,,,,
STBARBRA.C,19900618,2359,0.000,,22.2,12.2,15.6,,,,,,,,,,,,
STBARBRA.C,19900619,2359,0.000,,25.0,11.7,16.1,,,,,,,,,,,,
STBARBRA.C,19900620,2359,0.000,,23.9,13.3,15.6,,,,,,,,,,,,
STBARBRA.C,19900621,2359,0.000,,21.1,13.3,15.6,,,,,,,,,,,,
STBARBRA.C,19900622,2359,0.000,,21.1,13.3,13.9,,,,,,,,,,,,
STBARBRA.C,19900623,2359,0.000,,25.6,10.6,15.0,,,,,,,,,,,,
STBARBRA.C,19900624,2359,0.000,,27.2,12.8,15.0,,,,,,,,,,,,
STBARBRA.C,19900625,2359,0.000,,25.6,13.9,18.3,,,,,,,,,,,,
STBARBRA.C,19900626,2359,0.000,,32.2,15.0,20.6,,,,,,,,,,,,
STBARBRA.C,19900627,2359,0.000,,39.4,17.2,18.3,,,,,,,,,,,,
STBARBRA.C,19900628,2359,0.000,,22.2,13.9,16.1,,,,,,,,,,,,
STBARBRA.C,19900629,2359,0.000,,23.3,12.2,14.4,,,,,,,,,,,,
STBARBRA.C,19900630,2359,0.000,,23.9,12.8,14.4,,,,,,,,,,,,
STBARBRA.C,19900701,2359,0.000,,24.4,12.8,15.6,,,,,,,,,,,,
STBARBRA.C,19900702,2359,0.000,,22.2,13.9,15.6,,,,,,,,,,,,
STBARBRA.C,19900703,2359,0.000,,25.0,13.3,15.6,,,,,,,,,,,,
STBARBRA.C,19900704,2359,0.000,,26.1,12.8,16.1,,,,,,,,,,,,
STBARBRA.C,19900705,2359,0.000,,24.4,12.8,18.9,,,,,,,,,,,,
STBARBRA.C,19900706,2359,0.000,,22.8,14.4,17.2,,,,,,,,,,,,
STBARBRA.C,19900707,2359,0.000,,23.3,14.4,17.2,,,,,,,,,,,,
STBARBRA.C,19900708,2359,0.000,,23.3,12.8,14.4,,,,,,,,,,,,
STBARBRA.C,19900709,2359,0.000,,23.9,12.2,16.7,,,,,,,,,,,,
STBARBRA.C,19900710,2359,0.000,,31.1,13.3,17.2,,,,,,,,,,,,
STBARBRA.C,19900711,2359,0.000,,30.0,15.6,18.9,,,,,,,,,,,,
STBARBRA.C,19900712,2359,0.000,,28.9,17.2,18.9,,,,,,,,,,,,
STBARBRA.C,19900713,2359,0.000,,30.6,16.7,16.7,,,,,,,,,,,,
STBARBRA.C,19900714,2359,0.000,,27.8,16.1,17.8,,,,,,,,,,,,
STBARBRA.C,19900715,2359,0.000,,26.1,18.9,20.0,,,,,,,,,,,,
STBARBRA.C,19900716,2359,0.000,,25.6,16.1,18.9,,,,,,,,,,,,
STBARBRA.C,19900717,2359,0.000,,27.2,17.8,19.4,,,,,,,,,,,,
STBARBRA.C,19900718,2359,0.000,,29.4,18.9,20.0,,,,,,,,,,,,
STBARBRA.C,19900719,2359,0.000,,27.8,15.6,19.4,,,,,,,,,,,,
STBARBRA.C,19900720,2359,0.000,,28.3,15.6,17.2,,,,,,,,,,,,
STBARBRA.C,19900721,2359,0.000,,25.6,16.1,18.3,,,,,,,,,,,,
STBARBRA.C,19900722,2359,0.000,,25.0,16.1,18.3,,,,,,,,,,,,
STBARBRA.C,19900723,2359,0.000,,23.9,16.1,17.8,,,,,,,,,,,,
STBARBRA.C,19900724,2359,0.000,,23.9,15.6,17.8,,,,,,,,,,,,
STBARBRA.C,19900725,2359,0.000,,23.9,15.0,17.8,,,,,,,,,,,,
STBARBRA.C,19900726,2359,0.000,,25.0,11.1,17.8,,,,,,,,,,,,
STBARBRA.C,19900727,2359,0.000,,24.4,15.0,16.7,,,,,,,,,,,,
STBARBRA.C,19900728,2359,0.000,,25.6,14.4,17.8,,,,,,,,,,,,
STBARBRA.C,19900729,2359,0.000,,25.6,14.4,18.3,,,,,,,,,,,,
STBARBRA.C,19900730,2359,0.000,,27.2,14.4,17.2,,,,,,,,,,,,
STBARBRA.C,19900731,2359,0.000,,25.6,16.7,17.8,,,,,,,,,,,,
STBARBRA.C,19900801,2359,0.000,,24.4,14.4,17.8,,,,,,,,,,,,
STBARBRA.C,19900802,2359,0.000,,25.0,15.0,18.9,,,,,,,,,,,,
STBARBRA.C,19900803,2359,0.000,,23.9,13.9,15.6,,,,,,,,,,,,
STBARBRA.C,19900804,2359,0.000,,22.8,12.8,17.8,,,,,,,,,,,,
STBARBRA.C,19900805,2359,0.000,,26.7,17.2,18.9,,,,,,,,,,,,
